Time, Altitude, Velocity, Temperature (F), Voltage
19.85, 903, -13, 93.78, 4.15
19.90, 900, -13, 93.78, 4.15
19.95, 901, -13, 93.78, 4.15
20.00, 901, -13, 93.78, 4.15
20.05, 900, -13, 93.78, 4.15
20.10, 900, -13, 93.78, 4.15
20.15, 899, -13, 93.78, 4.15
20.20, 898, -13, 93.78, 4.15
20.25, 898, -13, 93.78, 4.15
20.30, 897, -13, 93.78, 4.15
20.35, 897, -13, 93.78, 4.15
20.40, 895, -13, 93.78, 4.15
20.45, 894, -13, 93.78, 4.15
20.50, 893, -13, 93.78, 4.15
20.55, 894, -13, 93.78, 4.15
20.60, 891, -14, 93.78, 4.15
20.65, 893, -14, 93.78, 4.15
20.70, 891, -14, 93.78, 4.15
20.75, 891, -14, 93.78, 4.15
20.80, 890, -13, 93.78, 4.15
20.85, 889, -13, 93.78, 4.15
20.90, 890, -13, 93.78, 4.15
20.95, 888, -13, 93.78, 4.15
21.00, 887, -13, 93.78, 4.15
21.05, 886, -13, 93.78, 4.15
21.10, 886, -13, 93.78, 4.15
21.15, 886, -13, 93.78, 4.15
21.20, 886, -13, 93.78, 4.15
21.25, 886, -13, 93.78, 4.15
21.30, 886, -13, 93.78, 4.15
21.35, 883, -13, 93.78, 4.15
21.40, 882, -13, 93.76, 4.15
21.45, 883, -13, 93.76, 4.15
21.50, 881, -13, 93.76, 4.15
21.55, 879, -13, 93.78, 4.15
21.60, 879, -13, 93.76, 4.15
21.65, 879, -13, 93.78, 4.15
21.70, 878, -13, 93.76, 4.15
21.75, 877, -13, 93.76, 4.15
21.80, 877, -13, 93.78, 4.15
21.85, 876, -13, 93.78, 4.15
21.90, 876, -13, 93.76, 4.15
21.95, 875, -13, 93.78, 4.15
22.00, 876, -13, 93.76, 4.15
22.05, 874, -13, 93.76, 4.15
22.10, 873, -13, 93.78, 4.15
22.15, 872, -13, 93.76, 4.15
22.20, 872, -13, 93.76, 4.15
22.25, 872, -13, 93.76, 4.15
22.30, 870, -13, 93.78, 4.15
22.35, 870, -13, 93.76, 4.15
22.40, 870, -13, 93.76, 4.15
22.45, 868, -13, 93.76, 4.15
22.50, 867, -13, 93.76, 4.15
22.55, 866, -13, 93.76, 4.15
22.60, 867, -13, 93.76, 4.15
22.65, 867, -13, 93.76, 4.15
22.70, 867, -13, 93.76, 4.15
22.75, 866, -13, 93.76, 4.15
22.80, 865, -13, 93.76, 4.15
22.85, 864, -13, 93.76, 4.15
22.90, 864, -13, 93.76, 4.15
22.95, 862, -13, 93.76, 4.15
23.00, 861, -13, 93.76, 4.15
23.05, 863, -13, 93.76, 4.15
23.10, 862, -13, 93.76, 4.15
23.15, 861, -12, 93.76, 4.15
23.20, 859, -12, 93.76, 4.15
23.25, 858, -12, 93.76, 4.15
23.30, 858, -12, 93.76, 4.15
23.35, 857, -12, 93.76, 4.15
23.40, 857, -12, 93.76, 4.15
23.45, 855, -12, 93.76, 4.15
23.50, 855, -12, 93.76, 4.15
23.55, 854, -12, 93.76, 4.15
23.60, 853, -12, 93.76, 4.15
23.65, 852, -13, 93.76, 4.15
23.70, 851, -13, 93.76, 4.15
23.75, 852, -13, 93.76, 4.15
23.80, 851, -13, 93.76, 4.15
23.85, 851, -13, 93.76, 4.15
23.90, 850, -13, 93.76, 4.15
23.95, 849, -13, 93.76, 4.15
24.00, 850, -13, 93.74, 4.15
24.05, 849, -13, 93.76, 4.15
24.10, 848, -13, 93.74, 4.15
24.15, 848, -13, 93.76, 4.15
24.20, 848, -13, 93.76, 4.15
24.25, 846, -13, 93.74, 4.15
24.30, 847, -13, 93.76, 4.15
24.35, 845, -13, 93.74, 4.15
24.40, 845, -12, 93.76, 4.15
24.45, 845, -12, 93.74, 4.15
24.50, 843, -12, 93.74, 4.15
24.55, 843, -12, 93.76, 4.15
24.60, 843, -12, 93.74, 4.15
24.65, 841, -12, 93.76, 4.15
24.70, 840, -12, 93.74, 4.15
24.75, 840, -12, 93.74, 4.15
24.80, 839, -12, 93.74, 4.15
24.85, 838, -13, 93.74, 4.15
24.90, 837, -13, 93.74, 4.15
24.95, 837, -13, 93.74, 4.15
25.00, 837, -13, 93.74, 4.15
25.05, 836, -13, 93.74, 4.15
25.10, 836, -13, 93.74, 4.15
25.15, 834, -13, 93.74, 4.15
25.20, 833, -13, 93.74, 4.15
25.25, 834, -13, 93.74, 4.15
25.30, 832, -13, 93.74, 4.15
25.35, 832, -13, 93.74, 4.15
25.40, 832, -13, 93.74, 4.15
25.45, 832, -13, 93.74, 4.15
25.50, 830, -14, 93.74, 4.15
25.55, 830, -14, 93.74, 4.15
25.60, 830, -14, 93.74, 4.15
25.65, 829, -14, 93.74, 4.15
25.70, 828, -14, 93.74, 4.15
25.75, 827, -14, 93.74, 4.15
25.80, 826, -13, 93.74, 4.15
25.85, 825, -13, 93.74, 4.15
25.90, 824, -13, 93.72, 4.15
25.95, 823, -13, 93.74, 4.15
26.00, 824, -14, 93.72, 4.15
26.05, 822, -14, 93.74, 4.15
26.10, 823, -14, 93.72, 4.15
26.15, 821, -14, 93.72, 4.15
26.20, 821, -14, 93.72, 4.15
26.25, 820, -14, 93.72, 4.15
26.30, 820, -14, 93.72, 4.15
26.35, 819, -14, 93.74, 4.15
26.40, 819, -14, 93.72, 4.15
26.45, 817, -15, 93.74, 4.15
26.50, 817, -15, 93.72, 4.15
26.55, 814, -15, 93.72, 4.15
26.60, 814, -15, 93.72, 4.15
26.65, 812, -15, 93.72, 4.15
26.70, 814, -15, 93.72, 4.15
26.75, 813, -15, 93.72, 4.15
26.80, 813, -15, 93.72, 4.15
26.85, 812, -15, 93.72, 4.15
26.90, 812, -14, 93.72, 4.15
26.95, 810, -14, 93.72, 4.15
27.00, 810, -14, 93.72, 4.15
27.05, 806, -14, 93.72, 4.15
27.10, 807, -14, 93.72, 4.15
27.15, 805, -14, 93.72, 4.15
27.20, 807, -14, 93.72, 4.15
27.25, 805, -14, 93.72, 4.15
27.30, 804, -14, 93.72, 4.15
27.35, 805, -14, 93.72, 4.15
27.40, 803, -14, 93.72, 4.15
27.45, 802, -14, 93.72, 4.15
27.50, 800, -14, 93.72, 4.15
27.55, 799, -14, 93.72, 4.15
27.60, 799, -14, 93.70, 4.15
27.65, 798, -14, 93.72, 4.15
27.70, 797, -14, 93.72, 4.15
27.75, 797, -14, 93.72, 4.15
27.80, 796, -14, 93.70, 4.15
27.85, 796, -15, 93.72, 4.15
27.90, 796, -15, 93.70, 4.15
27.95, 796, -14, 93.70, 4.15
28.00, 796, -14, 93.70, 4.15
28.05, 795, -14, 93.70, 4.15
28.10, 793, -14, 93.70, 4.15
28.15, 792, -14, 93.70, 4.15
28.20, 793, -14, 93.70, 4.15
28.25, 793, -14, 93.70, 4.15
28.30, 793, -14, 93.70, 4.15
28.35, 791, -14, 93.70, 4.15
28.40, 790, -14, 93.70, 4.15
28.45, 788, -13, 93.70, 4.15
28.50, 788, -13, 93.70, 4.15
28.55, 787, -13, 93.70, 4.15
28.60, 787, -13, 93.70, 4.15
28.65, 786, -13, 93.70, 4.15
28.70, 785, -13, 93.70, 4.15
28.75, 784, -13, 93.70, 4.15
28.80, 784, -13, 93.70, 4.15
28.85, 783, -13, 93.70, 4.15
28.90, 782, -13, 93.70, 4.15
28.95, 781, -14, 93.70, 4.15
29.00, 780, -14, 93.70, 4.15
29.05, 779, -14, 93.70, 4.15
29.10, 779, -14, 93.70, 4.15
29.15, 779, -14, 93.70, 4.15
29.20, 779, -14, 93.70, 4.15
29.25, 777, -14, 93.70, 4.15
29.30, 776, -14, 93.69, 4.15
29.35, 776, -14, 93.70, 4.15
29.40, 775, -14, 93.70, 4.15
29.45, 775, -14, 93.69, 4.15
29.50, 775, -14, 93.69, 4.15
29.55, 775, -14, 93.70, 4.15
29.60, 773, -14, 93.69, 4.15
29.65, 771, -13, 93.69, 4.15
29.70, 772, -13, 93.70, 4.15
29.75, 771, -13, 93.69, 4.15
29.80, 771, -13, 93.69, 4.15
29.85, 770, -13, 93.69, 4.15
29.90, 769, -13, 93.69, 4.15
29.95, 769, -13, 93.69, 4.15
30.00, 768, -13, 93.69, 4.15
30.05, 767, -13, 93.70, 4.15
30.10, 766, -13, 93.69, 4.15
30.15, 766, -13, 93.69, 4.15
30.20, 764, -13, 93.69, 4.15
30.25, 764, -13, 93.69, 4.15
30.30, 763, -13, 93.69, 4.15
30.35, 762, -13, 93.69, 4.15
30.40, 763, -13, 93.69, 4.15
30.45, 761, -14, 93.69, 4.15
30.50, 760, -14, 93.69, 4.15
30.55, 760, -14, 93.69, 4.15
30.60, 760, -14, 93.69, 4.15
30.65, 759, -13, 93.69, 4.15
30.70, 758, -13, 93.67, 4.15
30.75, 759, -13, 93.69, 4.15
30.80, 758, -13, 93.67, 4.15
30.85, 757, -13, 93.69, 4.15
30.90, 756, -13, 93.69, 4.15
30.95, 756, -14, 93.69, 4.15
31.00, 755, -14, 93.67, 4.15
31.05, 754, -13, 93.67, 4.15
31.10, 753, -13, 93.67, 4.15
31.15, 753, -13, 93.67, 4.15
31.20, 752, -13, 93.67, 4.15
31.25, 751, -13, 93.67, 4.15
31.30, 751, -13, 93.67, 4.15
31.35, 748, -13, 93.69, 4.15
31.40, 749, -13, 93.67, 4.15
31.45, 748, -13, 93.67, 4.15
31.50, 747, -13, 93.67, 4.15
31.55, 747, -13, 93.67, 4.15
31.60, 746, -13, 93.67, 4.15
31.65, 745, -13, 93.67, 4.15
31.70, 745, -13, 93.67, 4.15
31.75, 745, -13, 93.67, 4.15
31.80, 744, -13, 93.67, 4.15
31.85, 743, -13, 93.67, 4.15
31.90, 742, -13, 93.67, 4.15
31.95, 741, -13, 93.67, 4.15
32.00, 741, -13, 93.67, 4.15
32.05, 740, -13, 93.67, 4.15
32.10, 740, -13, 93.67, 4.15
32.15, 739, -13, 93.67, 4.15
32.20, 739, -13, 93.67, 4.15
32.25, 738, -13, 93.67, 4.15
32.30, 738, -13, 93.67, 4.15
32.35, 737, -13, 93.67, 4.15
32.40, 735, -13, 93.67, 4.15
32.45, 736, -13, 93.67, 4.15
32.50, 735, -13, 93.67, 4.15
32.55, 734, -13, 93.67, 4.15
32.60, 732, -13, 93.65, 4.15
32.65, 733, -13, 93.65, 4.15
32.70, 732, -13, 93.65, 4.15
32.75, 732, -13, 93.65, 4.15
32.80, 731, -13, 93.65, 4.15
32.85, 729, -13, 93.67, 4.15
32.90, 731, -13, 93.65, 4.15
32.95, 730, -13, 93.65, 4.15
33.00, 729, -13, 93.65, 4.15
33.05, 728, -13, 93.65, 4.15
33.10, 727, -13, 93.65, 4.15
33.15, 727, -13, 93.65, 4.15
33.20, 726, -13, 93.67, 4.15
33.25, 725, -13, 93.65, 4.15
33.30, 725, -13, 93.65, 4.15
33.35, 724, -13, 93.65, 4.15
33.40, 722, -13, 93.65, 4.15
33.45, 722, -13, 93.65, 4.15
33.50, 722, -13, 93.65, 4.15
33.55, 720, -13, 93.65, 4.15
33.60, 718, -13, 93.65, 4.15
33.65, 719, -13, 93.65, 4.15
33.70, 718, -13, 93.65, 4.15
33.75, 718, -13, 93.65, 4.15
33.80, 719, -13, 93.65, 4.15
33.85, 717, -13, 93.65, 4.15
33.90, 717, -13, 93.65, 4.15
33.95, 715, -13, 93.65, 4.15
34.00, 716, -13, 93.65, 4.15
34.05, 715, -13, 93.65, 4.15
34.10, 713, -13, 93.65, 4.15
34.15, 712, -13, 93.65, 4.15
34.20, 712, -13, 93.65, 4.15
34.25, 713, -13, 93.63, 4.15
34.30, 712, -13, 93.65, 4.15
34.35, 712, -13, 93.63, 4.15
34.40, 710, -13, 93.65, 4.15
34.45, 710, -13, 93.65, 4.15
34.50, 708, -13, 93.63, 4.15
